lon,lat,U,V
63,38,0,0
63,39,0,0
63,40,0,0
63,41,0,0
63,42,0,0
63,43,0,0
63,44,0,0
63,45,0,0
63,46,0,0
63,47,0,0
63,48,0,0
63,49,0,0
63,50,0,0
63,51,0,0
63,52,0,0
63,53,0,0
63,54,0,0
63,55,0,0
63,56,0,0
63,57,0,0
63,58,0,0
63,59,0,0
63,60,0,0
63,61,0,0
63,62,0,0
63,63,0,0
63,64,0,0
63,65,0,0
64,20,0,0
64,21,0,0
64,22,0,0
64,23,0,0
64,24,0,0
64,25,0,0
64,26,0,0
64,27,0,0
64,28,0,0
64,29,0,0
64,30,0,0
64,31,0,0
64,32,0,0
64,33,0,0
64,34,0,0
64,35,0,0
64,36,0,0
64,37,0,0
64,38,0,0
64,39,0,0
64,40,0,0
64,41,0,0
64,42,0,0
64,43,0,0
64,44,0,0
64,45,0,0
64,46,0,0
64,47,0,0
64,48,0,0
64,49,0,0
64,50,0,0
64,51,0,0
64,52,0,0
64,53,0,0
64,54,0,0
64,55,0,0
64,56,0,0
64,57,0,0
64,58,0,0
64,59,0,0
64,60,0,0
64,61,0,0
64,62,0,0
64,63,0,0
64,64,0,0
64,65,0,0
65,20,0,0
65,21,0,0
65,22,0,0
65,23,0,0
65,24,0,0
65,25,0,0
65,26,0,0
65,27,0,0
65,28,0,0
65,29,0,0
65,30,0,0
65,31,0,0
65,32,0,0
65,33,0,0
65,34,0,0
65,35,0,0
65,36,0,0
65,37,0,0
65,38,0,0
65,39,0,0
65,40,0,0
65,41,0,0
65,42,0,0
65,43,0,0
65,44,0,0
65,45,0,0
65,46,0,0
65,47,0,0
65,48,0,0
65,49,0,0
65,50,0,0
65,51,0,0
65,52,0,0
65,53,0,0
65,54,0,0
65,55,0,0
65,56,0,0
65,57,0,0
65,58,0,0
65,59,0,0
65,60,0,0
65,61,0,0
65,62,0,0
65,63,0,0
65,64,0,0
65,65,0,0
66,20,0,0
66,21,0,0
66,22,0,0
66,23,0,0
66,24,0,0
66,25,0,0
66,26,0,0
66,27,0,0
66,28,0,0
66,29,0,0
66,30,0,0
66,31,0,0
66,32,0,0
66,33,0,0
66,34,0,0
66,35,0,0
66,36,0,0
66,37,0,0
66,38,0,0
66,39,0,0
66,40,0,0
66,41,0,0
66,42,0,0
66,43,0,0
66,44,0,0
66,45,0,0
66,46,0,0
66,47,0,0
66,48,0,0
66,49,0,0
66,50,0,0
66,51,0,0
66,52,0,0
66,53,0,0
66,54,0,0
66,55,0,0
66,56,0,0
66,57,0,0
66,58,0,0
66,59,0,0
66,60,0,0
66,61,0,0
66,62,0,0
66,63,0,0
66,64,0,0
66,65,0,0
67,20,0,0
67,21,0,0
67,22,0,0
67,23,0,0
67,24,0,0
67,25,0,0
67,26,0,0
67,27,0,0
67,28,0,0
67,29,0,0
67,30,0,0
67,31,0,0
67,32,0,0
67,33,0,0
67,34,0,0
67,35,0,0
67,36,0,0
67,37,0,0
67,38,0,0
67,39,0,0
67,40,0,0
67,41,0,0
67,42,0,0
67,43,0,0
67,44,0,0
67,45,0,0
67,46,0,0
67,47,0,0
67,48,0,0
67,49,0,0
67,50,0,0
67,51,0,0
67,52,0,0
67,53,0,0
67,54,0,0
67,55,0,0
67,56,0,0
67,57,0,0
67,58,0,0
67,59,0,0
67,60,0,0
67,61,0,0
67,62,0,0
67,63,0,0
67,64,0,0
67,65,0,0
68,20,0,0
68,21,0,0
68,22,0,0
68,23,0,0
68,24,0,0
68,25,0,0
68,26,0,0
68,27,0,0
68,28,0,0
68,29,0,0
68,30,0,0
68,31,0,0
68,32,0,0
68,33,0,0
68,34,0,0
68,35,0,0
68,36,0,0
68,37,0,0
68,38,0,0
68,39,0,0
68,40,0,0
68,41,0,0
68,42,0,0
68,43,0,0
68,44,0,0
68,45,0,0
68,46,0,0
68,47,0,0
68,48,0,0
68,49,0,0
68,50,0,0
68,51,0,0
68,52,0,0
68,53,0,0
68,54,0,0
68,55,0,0
68,56,0,0
68,57,0,0
68,58,0,0
68,59,0,0
68,60,0,0
68,61,0,0
68,62,0,0
68,63,0,0
68,64,0,0
68,65,0,0
69,20,0,0
69,21,0,0
69,22,0,0
69,23,0,0
69,24,0,0
69,25,0,0
69,26,0,0
69,27,0,0
69,28,0,0
69,29,0,0
69,30,0,0
69,31,0,0
69,32,0,0
69,33,0,0
69,34,0,0
69,35,0,0
69,36,0,0
69,37,0,0
69,38,0,0
69,39,0,0
69,40,0,0
69,41,0,0
69,42,0,0
69,43,0,0
69,44,0,0
69,45,0,0
69,46,0,0
69,47,0,0
69,48,0,0
69,49,0,0
69,50,0,0
69,51,0,0
69,52,0,0
69,53,0,0
69,54,0,0
69,55,0,0
69,56,0,0
69,57,0,0
69,58,0,0
69,59,0,0
69,60,0,0
69,61,0,0
69,62,0,0
69,63,0,0
69,64,0,0
69,65,0,0
70,20,0,0
70,21,0,0
70,22,0,0
70,23,0,0
70,24,0,0
70,25,0,0
70,26,0,0
70,27,0,0
70,28,0,0
70,29,0,0
70,30,0,0
70,31,0,0
70,32,0,0
70,33,0,0
70,34,0,0
70,35,0,0
70,36,0,0
70,37,0,0
70,38,0,0
70,39,0,0
70,40,0,0
70,41,0,0
70,42,0,0
70,43,0,0
70,44,0,0
70,45,0,0
70,46,0,0
70,47,0,0
70,48,0,0
70,49,0,0
70,50,0,0
70,51,0,0
70,52,0,0
70,53,0,0
70,54,0,0
70,55,0,0
70,56,0,0
70,57,0,0
70,58,0,0
70,59,0,0
70,60,0,0
70,61,0,0
70,62,0,0
70,63,0,0
70,64,0,0
70,65,0,0
71,20,0,0
71,21,0,0
71,22,0,0
71,23,0,0
71,24,0,0
71,25,0,0
71,26,0,0
71,27,0,0
71,28,0,0
71,29,0,0
71,30,0,0
71,31,0,0
71,32,0,0
71,33,0,0
71,34,0,0
71,35,0,0
71,36,0,0
71,37,0,0
71,38,0,0
71,39,0,0
71,40,0,0
71,41,0,0
71,42,0,0
71,43,0,0
71,44,0,0
71,45,0,0
71,46,0,0
71,47,0,0
71,48,0,0
71,49,0,0
71,50,0,0
71,51,0,0
71,52,0,0
71,53,0,0
71,54,0,0
71,55,0,0
71,56,0,0
71,57,0,0
71,58,0,0
71,59,0,0
71,60,0,0
71,61,0,0
71,62,0,0
71,63,0,0
71,64,0,0
71,65,0,0
72,20,0,0
72,21,0,0
72,22,0,0
72,23,0,0
72,24,0,0
72,25,0,0
72,26,0,0
72,27,0,0
72,28,0,0
72,29,0,0
72,30,0,0
72,31,0,0
72,32,0,0
72,33,0,0
72,34,0,0
72,35,0,0
72,36,0,0
72,37,0,0
72,38,0,0
72,39,0,0
72,40,0,0
72,41,0,0
72,42,0,0
72,43,0,0
72,44,0,0
72,45,0,0
72,46,0,0
72,47,0,0
72,48,0,0
72,49,0,0
72,50,0,0
72,51,0,0
72,52,0,0
72,53,0,0
72,54,0,0
72,55,0,0
72,56,0,0
72,57,0,0
72,58,0,0
72,59,0,0
72,60,0,0
72,61,0,0
72,62,0,0
72,63,0,0
72,64,0,0
72,65,0,0
73,20,0,0
73,21,0,0
73,22,0,0
73,23,0,0
73,24,0,0
73,25,0,0
73,26,0,0
73,27,0,0
73,28,0,0
73,29,0,0
73,30,0,0
73,31,0,0
73,32,0,0
73,33,0,0
73,34,0,0
73,35,0,0
73,36,0,0
73,37,0,0
73,38,0,0
73,39,0,0
73,40,0,0
73,41,0,0
73,42,0,0
73,43,0,0
73,44,0,0
73,45,0,0
73,46,0,0
73,47,0,0
73,48,0,0
73,49,0,0
73,50,0,0
73,51,0,0
73,52,0,0
73,53,0,0
73,54,0,0
73,55,0,0
73,56,0,0
73,57,0,0
73,58,0,0
73,59,0,0
73,60,0,0
73,61,0,0
73,62,0,0
73,63,0,0
73,64,0,0
73,65,0,0
74,20,0,0
74,21,0,0
74,22,0,0
74,23,0,0
74,24,0,0
74,25,0,0
74,26,0,0
74,27,0,0
74,28,0,0
74,29,0,0
74,30,0,0
74,31,0,0
74,32,0,0
74,33,0,0
74,34,0,0
74,35,0,0
74,36,0,0
74,37,0,0
74,38,0,0
74,39,5.10219,-1.74531
74,40,3.06067,-5.204
74,41,0,0
74,42,0,0
74,43,0,0
74,44,0,0
74,45,0,0
74,46,0,0
74,47,0,0
74,48,0,0
74,49,0,0
74,50,0,0
74,51,0,0
74,52,0,0
74,53,0,0
74,54,0,0
74,55,0,0
74,56,0,0
74,57,0,0
74,58,0,0
74,59,0,0
74,60,0,0
74,61,0,0
74,62,0,0
74,63,0,0
74,64,0,0
74,65,0,0
75,20,0,0
75,21,0,0
75,22,0,0
75,23,0,0
75,24,0,0
75,25,0,0
75,26,0,0
75,27,0,0
75,28,0,0
75,29,0,0
75,30,0,0
75,31,0,0
75,32,0,0
75,33,0,0
75,34,0,0
75,35,0,0
75,36,0,0
75,37,5.51875,0.4675
75,38,3.96111,-1.60556
75,39,2.82146,-1.54829
75,40,4.15875,-6.43275
75,41,3.23,-5.13
75,42,0,0
75,43,0,0
75,44,0,0
75,45,0,0
75,46,0,0
75,47,0,0
75,48,0,0
75,49,0,0
75,50,0,0
75,51,0,0
75,52,0,0
75,53,0,0
75,54,0,0
75,55,0,0
75,56,0,0
75,57,0,0
75,58,0,0
75,59,0,0
75,60,0,0
75,61,0,0
75,62,0,0
75,63,0,0
75,64,0,0
75,65,0,0
76,20,0,0
76,21,0,0
76,22,0,0
76,23,0,0
76,24,0,0
76,25,0,0
76,26,0,0
76,27,0,0
76,28,0,0
76,29,0,0
76,30,0,0
76,31,0,0
76,32,0,0
76,33,0,0
76,34,0,0
76,35,0,0
76,36,6.08214,3.15357
76,37,3.64615,-0.065641
76,38,-0.0909302,-0.20907
76,39,2.83167,-2.7981
76,40,0.998158,-4.37605
76,41,3.34,-4.37
76,42,0,0
76,43,0,0
76,44,0,0
76,45,0,0
76,46,0,0
76,47,0,0
76,48,0,0
76,49,0,0
76,50,0,0
76,51,0,0
76,52,0,0
76,53,0,0
76,54,0,0
76,55,0,0
76,56,0,0
76,57,0,0
76,58,0,0
76,59,0,0
76,60,0,0
76,61,0,0
76,62,0,0
76,63,0,0
76,64,0,0
76,65,0,0
77,20,0,0
77,21,0,0
77,22,0,0
77,23,0,0
77,24,0,0
77,25,0,0
77,26,0,0
77,27,0,0
77,28,0,0
77,29,0,0
77,30,0,0
77,31,0,0
77,32,0,0
77,33,0,0
77,34,0,0
77,35,0,0
77,36,5.56919,2.0127
77,37,0.950222,-0.558444
77,38,0.312143,-3.29643
77,39,0.607857,-0.975952
77,40,-0.636585,-2.0361
77,41,4.3345,-6.4825
77,42,0,0
77,43,0,0
77,44,0,0
77,45,0,0
77,46,0,0
77,47,0,0
77,48,0,0
77,49,0,0
77,50,0,0
77,51,0,0
77,52,0,0
77,53,0,0
77,54,0,0
77,55,0,0
77,56,0,0
77,57,0,0
77,58,0,0
77,59,0,0
77,60,0,0
77,61,0,0
77,62,0,0
77,63,0,0
77,64,0,0
77,65,0,0
78,20,0,0
78,21,0,0
78,22,0,0
78,23,0,0
78,24,0,0
78,25,0,0
78,26,0,0
78,27,0,0
78,28,0,0
78,29,0,0
78,30,0,0
78,31,0,0
78,32,0,0
78,33,0,0
78,34,0,0
78,35,4.92286,2.37143
78,36,4.32136,0.698182
78,37,1.80405,-1.38929
78,38,0.433182,-2.46591
78,39,-4.2569,-1.68786
78,40,0.204884,-3.13442
78,41,6.03639,-4.67806
78,42,0,0
78,43,0,0
78,44,0,0
78,45,0,0
78,46,0,0
78,47,0,0
78,48,0,0
78,49,0,0
78,50,0,0
78,51,0,0
78,52,0,0
78,53,0,0
78,54,0,0
78,55,0,0
78,56,0,0
78,57,0,0
78,58,0,0
78,59,0,0
78,60,0,0
78,61,0,0
78,62,0,0
78,63,0,0
78,64,0,0
78,65,0,0
79,20,0,0
79,21,0,0
79,22,0,0
79,23,0,0
79,24,0,0
79,25,0,0
79,26,0,0
79,27,0,0
79,28,0,0
79,29,0,0
79,30,0,0
79,31,3.665,4.02643
79,32,4.63342,1.61026
79,33,6.88632,3.18
79,34,4.89806,-0.202903
79,35,5.45432,0.822727
79,36,2.53442,0.179302
79,37,1.79302,-1.70628
79,38,0.23,0.260233
79,39,-5.54452,-0.766429
79,40,-2.83744,-0.767442
79,41,2.17619,-2.62071
79,42,2.98,-4.37875
79,43,0,0
79,44,0,0
79,45,0,0
79,46,0,0
79,47,0,0
79,48,0,0
79,49,0,0
79,50,0,0
79,51,0,0
79,52,0,0
79,53,0,0
79,54,0,0
79,55,0,0
79,56,0,0
79,57,0,0
79,58,0,0
79,59,0,0
79,60,0,0
79,61,0,0
79,62,0,0
79,63,0,0
79,64,0,0
79,65,0,0
80,20,0,0
80,21,0,0
80,22,0,0
80,23,0,0
80,24,0,0
80,25,0,0
80,26,0,0
80,27,0,0
80,28,0,0
80,29,0,0
80,30,0,0
80,31,2.88583,3.03028
80,32,5.23255,1.90681
80,33,5.33545,0.355909
80,34,5.01364,-0.739318
80,35,4.58614,-1.02045
80,36,2.11909,-0.299545
80,37,1.24628,-0.971628
80,38,-1.26886,1.37432
80,39,-5.32465,0.243256
80,40,-4.96095,-2.40262
80,41,0.405366,-5.2878
80,42,3.80654,-4.29615
80,43,3.064,-1.224
80,44,4.26,2.61
80,45,5.81429,-0.968571
80,46,0,0
80,47,0,0
80,48,0,0
80,49,0,0
80,50,0,0
80,51,0,0
80,52,0,0
80,53,0,0
80,54,0,0
80,55,0,0
80,56,0,0
80,57,0,0
80,58,0,0
80,59,0,0
80,60,0,0
80,61,0,0
80,62,0,0
80,63,0,0
80,64,0,0
80,65,0,0
81,20,0,0
81,21,0,0
81,22,0,0
81,23,0,0
81,24,0,0
81,25,0,0
81,26,0,0
81,27,0,0
81,28,0,0
81,29,0,0
81,30,1.62222,3.52222
81,31,4.1666,3.22255
81,32,5.85818,1.68523
81,33,5.47809,-0.42
81,34,5.10733,-0.908222
81,35,6.34178,-1.45289
81,36,0.740233,-1.53767
81,37,-0.755581,1.06209
81,38,-2.72581,2.73535
81,39,-4.4807,0.613721
81,40,-3.76643,-2.38714
81,41,-0.599524,-3.32548
81,42,1.73098,-2.27488
81,43,3.87842,-1.23289
81,44,5.23289,0.218158
81,45,3.82192,0.759615
81,46,0,0
81,47,0,0
81,48,0,0
81,49,0,0
81,50,0,0
81,51,0,0
81,52,0,0
81,53,0,0
81,54,0,0
81,55,0,0
81,56,0,0
81,57,0,0
81,58,0,0
81,59,0,0
81,60,0,0
81,61,0,0
81,62,0,0
81,63,0,0
81,64,0,0
81,65,0,0
82,20,0,0
82,21,0,0
82,22,0,0
82,23,0,0
82,24,0,0
82,25,0,0
82,26,0,0
82,27,0,0
82,28,0,0
82,29,0,0
82,30,5.36,4.056
82,31,5.44062,2.18125
82,32,6.22532,0.986809
82,33,5.55409,-0.630909
82,34,5.25136,-1.21136
82,35,5.53067,-1.23067
82,36,0.987045,-1.79273
82,37,-2.41523,0.0690909
82,38,-3.80093,1.86814
82,39,-4.34341,0.921707
82,40,-2.77116,-0.941163
82,41,-1.074,-1.98975
82,42,-0.391429,-3.7319
82,43,1.9875,-1.4455
82,44,3.5181,1.50905
82,45,0.862188,-1.27563
82,46,0.416667,-3.49667
82,47,0,0
82,48,0,0
82,49,0,0
82,50,0,0
82,51,0,0
82,52,0,0
82,53,0,0
82,54,0,0
82,55,0,0
82,56,0,0
82,57,0,0
82,58,0,0
82,59,0,0
82,60,0,0
82,61,0,0
82,62,0,0
82,63,0,0
82,64,0,0
82,65,0,0
83,20,0,0
83,21,0,0
83,22,0,0
83,23,0,0
83,24,0,0
83,25,0,0
83,26,0,0
83,27,0,0
83,28,0,0
83,29,5.32,3.01
83,30,4.19,2.0159
83,31,5.60609,1.82043
83,32,6.278,-0.33
83,33,6.22739,-0.0430435
83,34,4.44955,-1.14886
83,35,3.46644,-1.34911
83,36,1.57558,-1.92233
83,37,-2.01267,-0.902667
83,38,-4.62829,0.785854
83,39,-4.08767,1.0414
83,40,-2.42024,-0.398571
83,41,-0.865455,-1.15818
83,42,-2.102,-3.35775
83,43,1.51929,-1.77333
83,44,3.03667,1.57256
83,45,2.7822,-4.83707
83,46,4.58757,-1.95568
83,47,3.39941,-0.0552941
83,48,0,0
83,49,0,0
83,50,0,0
83,51,0,0
83,52,0,0
83,53,0,0
83,54,0,0
83,55,0,0
83,56,0,0
83,57,0,0
83,58,0,0
83,59,0,0
83,60,0,0
83,61,0,0
83,62,0,0
83,63,0,0
83,64,0,0
83,65,0,0
84,20,0,0
84,21,0,0
84,22,0,0
84,23,0,0
84,24,0,0
84,25,0,0
84,26,0,0
84,27,0,0
84,28,0,0
84,29,4.79062,3.04313
84,30,4.06191,1.81787
84,31,4.57311,1.13933
84,32,4.70319,-1.01213
84,33,6.638,-0.492667
84,34,4.06957,-1.555
84,35,2.17163,-1.69279
84,36,0.506136,-1.67205
84,37,-1.05814,-1.22605
84,38,-4.90114,-0.428409
84,39,-3.71953,0.597209
84,40,-1.65977,-0.710233
84,41,-0.74775,-1.01925
84,42,-1.61262,-3.25571
84,43,1.28825,-2.375
84,44,3.77244,1.35854
84,45,3.96575,-3.382
84,46,4.30425,-4.453
84,47,4.702,0.7355
84,48,0,0
84,49,0,0
84,50,0,0
84,51,0,0
84,52,0,0
84,53,0,0
84,54,0,0
84,55,0,0
84,56,0,0
84,57,0,0
84,58,0,0
84,59,0,0
84,60,0,0
84,61,0,0
84,62,0,0
84,63,0,0
84,64,0,0
84,65,0,0
85,20,0,0
85,21,0,0
85,22,0,0
85,23,0,0
85,24,0,0
85,25,0,0
85,26,0,0
85,27,0,0
85,28,0.255,1.22
85,29,3.53295,2.3625
85,30,6.24404,1.71383
85,31,4.42478,-1.13326
85,32,5.09348,-0.115652
85,33,6.38022,-0.843333
85,34,4.19778,-1.23711
85,35,2.69727,-2.15136
85,36,-0.0995556,-1.84867
85,37,0.444186,-1.28628
85,38,-4.27976,-1.37262
85,39,-3.90488,-0.215581
85,40,-1.67512,-0.777561
85,41,-0.860465,-1.74256
85,42,0.368293,-3.93293
85,43,3.90049,-1.92049
85,44,4.9255,-0.376
85,45,2.51128,-3.1759
85,46,4.58537,-7.25
85,47,4.75273,-3.79636
85,48,0,0
85,49,0,0
85,50,0,0
85,51,0,0
85,52,0,0
85,53,0,0
85,54,0,0
85,55,0,0
85,56,0,0
85,57,0,0
85,58,0,0
85,59,0,0
85,60,0,0
85,61,0,0
85,62,0,0
85,63,0,0
85,64,0,0
85,65,0,0
86,20,0,0
86,21,0,0
86,22,0,0
86,23,0,0
86,24,0,0
86,25,0,0
86,26,0,0
86,27,0,0
86,28,2.39381,2.9219
86,29,4.15277,2.21957
86,30,5.95761,2.20239
86,31,3.47125,-0.16875
86,32,5.63727,-0.717727
86,33,5.74043,-1.06761
86,34,4.14578,-1.52911
86,35,2.92044,-2.24889
86,36,0.0290698,-2.19442
86,37,1.17273,-1.14909
86,38,-2.36786,-1.73214
86,39,-4.1786,-1.23628
86,40,-2.65214,-0.690714
86,41,-1.05293,-1.29098
86,42,0.79619,-2.565
86,43,3.46341,-1.09024
86,44,4.41512,-1.70293
86,45,2.653,-3.37025
86,46,-0.67875,-3.91125
86,47,2.928,-2.77514
86,48,2.51182,0.610303
86,49,0,0
86,50,0,0
86,51,0,0
86,52,0,0
86,53,0,0
86,54,0,0
86,55,0,0
86,56,0,0
86,57,0,0
86,58,0,0
86,59,0,0
86,60,0,0
86,61,0,0
86,62,0,0
86,63,0,0
86,64,0,0
86,65,0,0
87,20,0,0
87,21,0,0
87,22,0,0
87,23,0,0
87,24,0,0
87,25,0,0
87,26,0,0
87,27,0,0
87,28,1.27077,3.91923
87,29,3.34617,1.63957
87,30,5.03957,1.74085
87,31,3.0534,1.1
87,32,4.39644,1.084
87,33,5.13844,0.324222
87,34,3.6,-1.48444
87,35,2.00093,-1.87558
87,36,-1.14045,-2.26636
87,37,0.491364,-1.67705
87,38,-0.0240909,-1.02636
87,39,-3.85659,-2.19195
87,40,-3.58186,-0.69186
87,41,-1.47429,-0.831667
87,42,0.221463,-1.71146
87,43,2.83244,-0.866829
87,44,3.525,-2.28325
87,45,2.12049,-2.29171
87,46,-3.459,-2.27625
87,47,1.2095,-4.22275
87,48,1.07513,-1.30923
87,49,1.52421,1.93526
87,50,0,0
87,51,0,0
87,52,0,0
87,53,0,0
87,54,0,0
87,55,0,0
87,56,0,0
87,57,0,0
87,58,0,0
87,59,0,0
87,60,0,0
87,61,0,0
87,62,0,0
87,63,0,0
87,64,0,0
87,65,0,0
88,20,0,0
88,21,0,0
88,22,0,0
88,23,0,0
88,24,0,0
88,25,0,0
88,26,0,0
88,27,0,0
88,28,1.97107,2.80286
88,29,3.805,1.97646
88,30,4.10146,2.50646
88,31,4.72178,1.76311
88,32,5.09652,2.42739
88,33,5.07913,0.777826
88,34,4.18511,-0.749778
88,35,1.61023,-1.49
88,36,-1.69273,-2.51523
88,37,0.641591,-0.833636
88,38,1.92814,-0.532093
88,39,-3.2007,-1.93884
88,40,-4.33714,-1.36738
88,41,-2.1439,-1.13951
88,42,-0.81025,-1.533
88,43,1.98905,-4.4631
88,44,2.44634,0.136098
88,45,0.195897,-0.757949
88,46,-2.69775,-1.97775
88,47,-0.323333,-3.07564
88,48,0.766053,-0.684737
88,49,3.47364,0.578182
88,50,0,0
88,51,0,0
88,52,0,0
88,53,0,0
88,54,0,0
88,55,0,0
88,56,0,0
88,57,0,0
88,58,0,0
88,59,0,0
88,60,0,0
88,61,0,0
88,62,0,0
88,63,0,0
88,64,0,0
88,65,0,0
89,20,0,0
89,21,0,0
89,22,0,0
89,23,0,0
89,24,0,0
89,25,0,0
89,26,0,0
89,27,-1.34667,0.46
89,28,0.354545,4.0203
89,29,1.28937,3.8275
89,30,3.24702,3.79894
89,31,5.47255,2.67362
89,32,1.99422,1.68733
89,33,4.24178,3.09733
89,34,4.29444,0.965556
89,35,1.16467,-1.26178
89,36,-2.08186,-2.34814
89,37,-0.86186,-0.557907
89,38,1.13953,-1.21209
89,39,-1.53279,-1.27488
89,40,-5.17762,-1.91857
89,41,-3.34667,-1.28714
89,42,-0.303333,-3.36
89,43,2.1735,-2.85525
89,44,4.147,-1.40275
89,45,-0.226585,-1.09366
89,46,-1.53692,-0.960513
89,47,-0.78625,-1.56625
89,48,0.786,0.9072
89,49,0,0
89,50,0,0
89,51,0,0
89,52,0,0
89,53,0,0
89,54,0,0
89,55,0,0
89,56,0,0
89,57,0,0
89,58,0,0
89,59,0,0
89,60,0,0
89,61,0,0
89,62,0,0
89,63,0,0
89,64,0,0
89,65,0,0
90,20,0,0
90,21,0,0
90,22,0,0
90,23,0,0
90,24,0,0
90,25,0,0
90,26,0,0
90,27,0,0
90,28,2.59733,6.13
90,29,3.80021,3.31085
90,30,5.11681,3.23851
90,31,6.07609,2.30848
90,32,4.20109,1.79109
90,33,4.60717,3.06804
90,34,4.79022,2.512
90,35,2.02136,-0.864773
90,36,-1.84227,-1.98341
90,37,-0.3175,-0.738636
90,38,-0.344186,-1.24628
90,39,-0.159524,-0.634286
90,40,-5.13929,-2.62524
90,41,-4.04634,-2.24878
90,42,0.163333,-1.34095
90,43,1.40325,-1.64025
90,44,5.25475,-0.87675
90,45,-1.7539,-1.17756
90,46,-2.44846,-0.196667
90,47,-0.822,0.89375
90,48,3.0375,3.895
90,49,0,0
90,50,0,0
90,51,0,0
90,52,0,0
90,53,0,0
90,54,0,0
90,55,0,0
90,56,0,0
90,57,0,0
90,58,0,0
90,59,0,0
90,60,0,0
90,61,0,0
90,62,0,0
90,63,0,0
90,64,0,0
90,65,0,0
91,20,0,0
91,21,0,0
91,22,0,0
91,23,0,0
91,24,0,0
91,25,0,0
91,26,0,0
91,27,0,0
91,28,1.44783,3.98261
91,29,2.38229,4.39521
91,30,2.31304,3.905
91,31,2.26283,3.89674
91,32,3.32936,3.34851
91,33,2.76111,3.36956
91,34,6.07,2.95136
91,35,1.49467,-0.163333
91,36,-1.76289,-0.721333
91,37,-0.740476,-0.370476
91,38,-0.8325,-0.380682
91,39,0.741395,-0.719302
91,40,-4.7461,-1.31756
91,41,-3.60333,-2.21405
91,42,-1.91381,-0.380714
91,43,0.74025,-2.523
91,44,5.99976,1.57452
91,45,-1.66767,-0.587333
91,46,-2.465,-0.513125
91,47,1.32455,1.64545
91,48,0,0
91,49,0,0
91,50,0,0
91,51,0,0
91,52,0,0
91,53,0,0
91,54,0,0
91,55,0,0
91,56,0,0
91,57,0,0
91,58,0,0
91,59,0,0
91,60,0,0
91,61,0,0
91,62,0,0
91,63,0,0
91,64,0,0
91,65,0,0
92,20,0,0
92,21,0,0
92,22,0,0
92,23,0,0
92,24,0,0
92,25,0,0
92,26,0,0
92,27,-1.34077,0.265385
92,28,1.85348,2.53087
92,29,1.24125,3.23583
92,30,2.10326,3.92457
92,31,4.75022,4.71326
92,32,2.5583,3.45021
92,33,4.4625,4.86477
92,34,4.59489,2.31533
92,35,-0.120444,-1.18978
92,36,-2.13705,-1.3775
92,37,-0.442093,-1.03
92,38,-0.567955,-1.10295
92,39,1.15171,-1.45
92,40,-4.51,-1.23857
92,41,-4.88233,-1.14535
92,42,-2.67525,-1.71825
92,43,-0.212857,-3.57476
92,44,5.12475,2.46775
92,45,-1.23909,1.83182
92,46,0,0
92,47,0,0
